id,id_depto,municipio_id,nombre,funcion,categoria,centroide_lat,centroide_lon
14098080,14098,142553.0,Chucul,no_tiene,Localidad simple,-33.00895468,-64.17124934
14098090,14098,140805.0,Coronel Baigorria,no_tiene,Localidad simple,-32.84954789,-64.35985914
14098100,14098,140812.0,Coronel Moldes,no_tiene,Localidad simple,-33.62308687,-64.59710335
14098110,14098,140819.0,Elena,no_tiene,Localidad simple,-32.57206841,-64.39295184
14098120,14098,142560.0,La Carolina,no_tiene,Localidad simple,-33.18684337,-64.72511297
14098130,14098,140826.0,La Cautiva,no_tiene,Localidad simple,-33.97859139,-64.08429895
14098150,14098,140833.0,Las Acequias,no_tiene,Localidad simple,-33.2822487,-63.97587639
14098160,14098,142567.0,Las Albahacas,no_tiene,Localidad simple,-32.89249338,-64.84359152
14098170,14098,140840.0,Las Higueras,no_tiene,Componente de localidad compuesta,-33.08924222,-64.28682277
14098180,14098,142574.0,Las Peñas,no_tiene,Localidad simple,-32.53485119,-64.1052292
14098190,14098,140847.0,Las Vertientes,no_tiene,Localidad simple,-33.28394639,-64.57814623
14098200,14098,142581.0,Malena,no_tiene,Localidad simple,-33.48934109,-64.43200081
14098210,14098,140854.0,Monte de los Gauchos,no_tiene,Localidad simple,-33.63688796,-63.89000688
14098220,14098,,Paso del Durazno,no_tiene,Componente de localidad compuesta,-33.17006844,-64.04963077
14098230,14098,140861.0,Río Cuarto,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-33.12426312,-64.3487377
14098240,14098,140868.0,Sampacho,no_tiene,Localidad simple,-33.3845383,-64.72198495
14098250,14098,140875.0,San Basilio,no_tiene,Localidad simple,-33.49785425,-64.31518282
14098260,14098,140882.0,Santa Catalina Holmberg,no_tiene,Localidad simple,-33.20593845,-64.43481645
14098270,14098,142588.0,Suco,no_tiene,Localidad simple,-33.43947297,-64.83166109
14098280,14098,140889.0,Tosquitas,no_tiene,Localidad simple,-33.81882482,-64.45693274
14098290,14098,140896.0,Vicuña Mackenna,no_tiene,Localidad simple,-33.91723575,-64.39022227
14098300,14098,142595.0,Villa El Chacay,no_tiene,Localidad simple,-32.89372666,-64.86751408
14098310,14098,140777.0,Villa Santa Eugenia,no_tiene,Localidad simple,-32.66510664,-64.74150181
14098320,14098,142602.0,Washington,no_tiene,Localidad simple,-33.87336764,-64.68861822
14105010,14105,,Atahona,no_tiene,Localidad simple,-30.90353162,-63.70556512
14105020,14105,142616.0,Cañada de Machado,no_tiene,Localidad simple,-31.42892427,-63.58702645
14105040,14105,,Chalacea,no_tiene,Localidad simple,-30.75457073,-63.56822659
14105050,14105,,Colonia Las Cuatro Esquinas,no_tiene,Localidad simple,-31.17358516,-63.33759219
14105070,14105,,El Alcalde,no_tiene,Localidad simple,-31.11613968,-63.60174105
14105080,14105,142658.0,El Crispín,no_tiene,Localidad simple,-31.0179716,-63.60516506
14105090,14105,142665.0,Esquina,no_tiene,Localidad simple,-31.07729113,-63.79356278
14105100,14105,142672.0,Kilómetro 658,no_tiene,Localidad simple,-31.37018094,-63.53260255
14105110,14105,140903.0,La Para,no_tiene,Localidad simple,-30.89253597,-63.00106627
14105120,14105,142679.0,La Posta,no_tiene,Localidad simple,-30.5653596,-63.51630537
14105130,14105,140910.0,La Puerta,no_tiene,Localidad simple,-30.89260512,-63.2532712
14105140,14105,142686.0,La Quinta,no_tiene,Localidad simple,-31.06225885,-63.15012818
14105170,14105,142707.0,Maquinista Gallini,no_tiene,Localidad simple,-30.90744197,-63.53211861
14105180,14105,,Monte del Rosario,no_tiene,Localidad simple,-30.98260263,-63.60178504
14105190,14105,140917.0,Montecristo,no_tiene,Localidad simple,-31.34385387,-63.94577356
14105200,14105,140924.0,Obispo Trejo,no_tiene,Localidad simple,-30.78119245,-63.41304943
14105210,14105,140931.0,Piquillín,no_tiene,Localidad simple,-31.29958444,-63.75910507
14105230,14105,142644.0,Pueblo Comechingones,no_tiene,Localidad simple,-31.16854859,-63.60758209
14105250,14105,,Sagrada Familia,no_tiene,Localidad simple,-31.28972823,-63.4454717
14105270,14105,140952.0,Villa Fontana,no_tiene,Localidad simple,-30.89400883,-63.1159182
14112010,14112,142735.0,Cerro Colorado,no_tiene,Componente de localidad compuesta,-30.09605993,-63.92877317
14112020,14112,,Chañar Viejo,no_tiene,Localidad simple,-30.0139607,-63.85037522
14112040,14112,142756.0,Gütemberg,no_tiene,Localidad simple,-29.72270925,-63.51499519
14112050,14112,,La Rinconada,no_tiene,Localidad simple,-30.18465379,-62.83014263
14112060,14112,142770.0,Los Hoyos,no_tiene,Localidad simple,-29.80243407,-63.62736228
14112070,14112,,Puesto de Castro,no_tiene,Localidad simple,-30.23908238,-63.49168541
14112080,14112,142784.0,Rayo Cortado,no_tiene,Localidad simple,-30.07425933,-63.82498182
14112100,14112,142791.0,Santa Elena,no_tiene,Localidad simple,-30.11747566,-63.84380547
14112120,14112,142798.0,Villa Candelaria,no_tiene,Localidad simple,-29.81629632,-63.35483914
14112130,14112,140966.0,Villa de María,CABECERA_DEPARTAMENTO,Localidad simple,-29.90435834,-63.72231899
14119010,14119,140973.0,Calchín,no_tiene,Localidad simple,-31.66793599,-63.20068709
14119020,14119,140980.0,Calchín Oeste,no_tiene,Localidad simple,-31.86338684,-63.27816838
14119030,14119,140987.0,Capilla del Carmen,no_tiene,Localidad simple,-31.50816782,-63.34213545
14119040,14119,140994.0,Carrilobo,no_tiene,Localidad simple,-31.87164688,-63.11650744
14119050,14119,141001.0,Colazo,no_tiene,Localidad simple,-31.96429309,-63.38340111
14119060,14119,142805.0,Colonia Videla,no_tiene,Localidad simple,-31.91750447,-63.50471595
14119070,14119,141008.0,Costasacate,no_tiene,Localidad simple,-31.64709847,-63.75989558
14119090,14119,141015.0,Laguna Larga,no_tiene,Localidad simple,-31.77839872,-63.8027369
14119100,14119,141022.0,Las Junturas,no_tiene,Localidad simple,-31.8313973,-63.45063645
14119110,14119,142196.0,Los Chañaritos,no_tiene,Localidad simple,-31.40213775,-63.33210304
14119130,14119,141036.0,Manfredi,no_tiene,Localidad simple,-31.84405856,-63.74607461
14119140,14119,141043.0,Matorrales,no_tiene,Localidad simple,-31.71447204,-63.51185215
14119150,14119,141050.0,Oncativo,no_tiene,Localidad simple,-31.91283581,-63.68368203
14119160,14119,141057.0,Pilar,no_tiene,Componente de localidad compuesta,-31.68045169,-63.88149798
14119170,14119,141064.0,Pozo del Molle,no_tiene,Localidad simple,-32.01943899,-62.91991826
14119180,14119,142826.0,Rincón,no_tiene,Localidad simple,-31.59538547,-63.61554143
14119190,14119,141071.0,Río Segundo,no_tiene,Componente de localidad compuesta,-31.65015397,-63.91186302
14119200,14119,141078.0,Santiago Temple,no_tiene,Localidad simple,-31.3871253,-63.4182078
14119210,14119,141085.0,Villa del Rosario,CABECERA_DEPARTAMENTO,Localidad simple,-31.55401133,-63.5341489
14126020,14126,142840.0,Arroyo Los Patos,no_tiene,Localidad simple,-31.75008166,-65.00430019
14126030,14126,142847.0,El Huayco,no_tiene,Localidad simple,-31.84584832,-64.95609218
14126040,14126,,La Cortadera,no_tiene,Localidad simple,-31.6686684,-65.37239422
14126050,14126,142847.0,Las Calles,no_tiene,Localidad simple,-31.82068555,-64.97176088
14126060,14126,,Las Oscuras,no_tiene,Localidad simple,-31.66337187,-65.31909501
14126080,14126,141106.0,Los Callejones,no_tiene,Localidad simple,-31.93226891,-65.23306534
14126090,14126,141092.0,Mina Clavero,no_tiene,Componente de localidad compuesta,-31.72678436,-65.00553326
14126100,14126,,Mussi,no_tiene,Localidad simple,-31.42732416,-65.07568948
14126120,14126,142861.0,Panaholma,no_tiene,Localidad simple,-31.62689288,-65.05866589
14126130,14126,142847.0,San Huberto,no_tiene,Localidad simple,-31.83252938,-64.98567291
14126140,14126,142868.0,San Lorenzo,no_tiene,Localidad simple,-31.68222768,-65.02556854
14126160,14126,141106.0,San Pedro,no_tiene,Componente de localidad compuesta,-31.93682441,-65.21924022
14126170,14126,142875.0,San Vicente,no_tiene,Localidad simple,-31.85498465,-65.43044998
14126200,14126,141113.0,Villa Cura Brochero,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-31.70636908,-65.01911098
14126210,14126,142252.0,Villa Sarmiento,no_tiene,Componente de localidad compuesta,-31.93665725,-65.1917967
14133010,14133,142889.0,Conlara,no_tiene,Localidad simple,-32.078861,-65.23125864
14133030,14133,141127.0,Cruz Caña,no_tiene,Localidad simple,-32.2779029,-65.02737775
14133050,14133,142917.0,El Pantanillo,no_tiene,Localidad simple,-31.88626535,-64.99065157
14133060,14133,141127.0,La Paz,no_tiene,Localidad simple,-32.21727524,-65.05111571
14133070,14133,142896.0,La Población,no_tiene,Localidad simple,-32.06600318,-65.0309086
14133080,14133,141127.0,La Ramada,no_tiene,Localidad simple,-32.29965213,-65.03615122
14133090,14133,142924.0,La Travesía,no_tiene,Localidad simple,-32.10667582,-65.06375896
14133095,14133,141127.0,Las Chacras,no_tiene,Localidad simple,-32.24184478,-65.03409642
14133110,14133,142910.0,Los Cerrillos,no_tiene,Localidad simple,-31.97379,-65.43764425
14133130,14133,141148.0,Los Molles,no_tiene,Localidad simple,-31.9620954,-65.03831387
14133155,14133,141127.0,Quebracho Ladeado,no_tiene,Localidad simple,-32.25709576,-65.03092119
14133160,14133,141148.0,Quebrada de los Pozos,no_tiene,Localidad simple,-31.90749534,-65.03445802
14133170,14133,141134.0,San Javier y Yacanto,no_tiene,Localidad simple,-32.02665186,-65.02755223
14133180,14133,141141.0,San José,no_tiene,Localidad simple,-31.9573259,-65.31520835
14133190,14133,141148.0,Villa de las Rosas,no_tiene,Componente de localidad compuesta,-31.94847332,-65.05501816
14133210,14133,141148.0,Villa La Viña,no_tiene,Localidad simple,-31.87277115,-65.03727463
14140010,14140,141162.0,Alicia,no_tiene,Localidad simple,-31.93874917,-62.46579457
14140020,14140,141169.0,Altos de Chipión,no_tiene,Localidad simple,-30.95635076,-62.33788812
14140050,14140,141190.0,Brinkmann,no_tiene,Localidad simple,-30.86652502,-62.03565224
14140060,14140,,Colonia Anita,no_tiene,Localidad simple,-31.14386295,-62.21358629
14140070,14140,,Colonia 10 de Julio,no_tiene,Localidad simple,-30.527376,-62.11421823
14140080,14140,142945.0,Colonia Las Pichanas,no_tiene,Localidad simple,-31.24540663,-62.92566649
14140100,14140,141204.0,Colonia Prosperidad,no_tiene,Localidad simple,-31.63049663,-62.36636135
14140110,14140,141211.0,Colonia San Bartolomé,no_tiene,Localidad simple,-31.5283223,-62.72449339
14140140,14140,142959.0,Colonia Valtelina,no_tiene,Localidad simple,-31.05295483,-62.23543786
14140150,14140,141218.0,Colonia Vignaud,no_tiene,Localidad simple,-30.84162423,-61.95583862
14140160,14140,141225.0,Devoto,no_tiene,Localidad simple,-31.40398092,-62.30613939
14140170,14140,141232.0,El Arañado,no_tiene,Localidad simple,-31.74123307,-62.89334437
14140180,14140,141239.0,El Fortín,no_tiene,Localidad simple,-31.96725024,-62.30262859
14140190,14140,141176.0,El Fuertecito,no_tiene,Localidad simple,-31.40393493,-62.97336577
14140210,14140,142966.0,Estación Luxardo,no_tiene,Localidad simple,-31.30474888,-62.13330234
14140215,14140,142938.0,Colonia Iturraspe,no_tiene,Localidad simple,-31.20714332,-62.1099182
14140220,14140,141253.0,Freyre,no_tiene,Localidad simple,-31.16473193,-62.09763339
14140230,14140,141260.0,La Francia,no_tiene,Localidad simple,-31.40643792,-62.6343581
14140250,14140,141274.0,La Tordilla,no_tiene,Localidad simple,-31.23524522,-63.05990427
14140260,14140,141281.0,Las Varas,no_tiene,Localidad simple,-31.80129216,-62.61710472
14140270,14140,141288.0,Las Varillas,no_tiene,Localidad simple,-31.87311356,-62.71879483
14140280,14140,141295.0,Marull,no_tiene,Localidad simple,-30.99452263,-62.82584011
14140290,14140,141302.0,Miramar,no_tiene,Localidad simple,-30.91451635,-62.67491838
14140310,14140,142966.0,Plaza Luxardo,no_tiene,Localidad simple,-31.30174714,-62.22916729
14140320,14140,141337.0,Plaza San Francisco,no_tiene,Localidad simple,-31.3698058,-62.09803861
14140330,14140,141316.0,Porteña,no_tiene,Localidad simple,-31.01392115,-62.0633288
14140340,14140,141323.0,Quebracho Herrado,no_tiene,Localidad simple,-31.54960222,-62.22573126
14140350,14140,141330.0,Sacanta,no_tiene,Localidad simple,-31.66330357,-63.04532121
14140360,14140,141337.0,San Francisco,CABECERA_DEPARTAMENTO,Localidad simple,-31.42760889,-62.08663361
14140370,14140,141344.0,Saturnino María Laspiur,no_tiene,Localidad simple,-31.70293195,-62.48401809
14140390,14140,142973.0,Toro Pujio,no_tiene,Localidad simple,-31.10904018,-62.98765062
14140400,14140,141358.0,Tránsito,no_tiene,Localidad simple,-31.42511095,-63.19540386
14140420,14140,141365.0,Villa Concepción del Tío,no_tiene,Localidad simple,-31.3224689,-62.81447458
14140430,14140,141358.0,Villa del Tránsito,no_tiene,Localidad simple,-31.44740377,-63.19401397
14140440,14140,142980.0,Villa San Esteban,no_tiene,Localidad simple,-31.6335474,-62.89676682
14147010,14147,141372.0,Alta Gracia,CABECERA_DEPARTAMENTO,Localidad simple,-31.65767983,-64.42882141
14147020,14147,142987.0,Anisacate,no_tiene,Componente de localidad compuesta,-31.72313787,-64.41448634
14147030,14147,141393.0,Barrio Gilbert (1º de Mayo) - Tejas Tres,no_tiene,Localidad simple,-31.44265082,-64.31786231
14147050,14147,142994.0,Bouwer,no_tiene,Localidad simple,-31.55766696,-64.19446584
14147055,14147,143106.0,Campos del Virrey,no_tiene,Localidad simple,-31.58543541,-64.34397701
14147060,14147,142994.0,Caseros Centro,no_tiene,Localidad simple,-31.52925615,-64.16886661
14147065,14147,141393.0,Causana,no_tiene,Localidad simple,-31.46379116,-64.4124514
14147070,14147,142987.0,Costa Azul,no_tiene,Localidad simple,-31.72472894,-64.39392722
14147080,14147,141379.0,Despeñaderos,no_tiene,Localidad simple,-31.81705159,-64.28898941
14147090,14147,143001.0,Dique Chico,no_tiene,Localidad simple,-31.75185205,-64.3627643
14147095,14147,141372.0,El Potrerillo,no_tiene,Localidad simple,-31.6456182,-64.48161715
14147100,14147,141393.0,Falda del Cañete,no_tiene,Localidad simple,-31.53452379,-64.45595536
14147110,14147,143008.0,Falda del Carmen,no_tiene,Localidad simple,-31.58546327,-64.45488145
14147115,14147,143113.0,José de la Quintana,no_tiene,Localidad simple,-31.80349305,-64.41885653
14147120,14147,143113.0,La Boca del Río,no_tiene,Localidad simple,-31.8374173,-64.43364117
14147130,14147,,La Carbonada,no_tiene,Localidad simple,-31.52856946,-64.07125564
14147170,14147,143113.0,La Rancherita y Las Cascadas,no_tiene,Componente de localidad compuesta,-31.75746754,-64.44869028
14147180,14147,143036.0,La Serranita,no_tiene,Componente de localidad compuesta,-31.73313408,-64.45641545
14147190,14147,143043.0,Los Cedros,no_tiene,Localidad simple,-31.52625099,-64.28475842
14147200,14147,141386.0,Lozada,no_tiene,Localidad simple,-31.64845453,-64.08997961
14147220,14147,141400.0,Monte Ralo,no_tiene,Componente de localidad compuesta,-31.91157498,-64.23999185
14147240,14147,143057.0,Rafael García,no_tiene,Localidad simple,-31.64653739,-64.25847877
14147250,14147,143064.0,San Clemente,no_tiene,Localidad simple,-31.71665465,-64.6265869
14147260,14147,141393.0,San Nicolás - Tierra Alta,no_tiene,Localidad simple,-31.43515139,-64.44921541
14147270,14147,,Socavones,no_tiene,Localidad simple,-31.53008667,-64.14578322
14147280,14147,141407.0,Toledo,no_tiene,Localidad simple,-31.55609676,-64.00805433
14147300,14147,143071.0,Valle de Anisacate,no_tiene,Componente de localidad compuesta,-31.73147769,-64.41296221
14147310,14147,143078.0,Villa Ciudad de América,no_tiene,Localidad simple,-31.79448395,-64.5122652
14147330,14147,143092.0,Villa La Bolsa,no_tiene,Componente de localidad compuesta,-31.72878796,-64.4324175
14147340,14147,143099.0,Villa Los Aromos,no_tiene,Componente de localidad compuesta,-31.73595981,-64.43892794
14147350,14147,143106.0,Villa Parque Santa Ana,no_tiene,Localidad simple,-31.58930758,-64.35369205
14147360,14147,143113.0,Villa San Isidro,no_tiene,Localidad simple,-31.82082641,-64.39352756
14154030,14154,,Chuña Huasi,no_tiene,Localidad simple,-29.91383726,-64.1299818
14161040,14161,141442.0,Dalmacio Vélez,no_tiene,Localidad simple,-32.61087325,-63.57988372
14161060,14161,141449.0,Hernando,no_tiene,Localidad simple,-32.42761483,-63.73301191
14161070,14161,141456.0,James Craik,no_tiene,Localidad simple,-32.16130564,-63.46519195
14161090,14161,141463.0,Las Perdices,no_tiene,Localidad simple,-32.69818845,-63.70831032
14161110,14161,141477.0,Oliva,CABECERA_DEPARTAMENTO,Localidad simple,-32.0413174,-63.56938207
14161120,14161,143155.0,Pampayasta Norte,no_tiene,Componente de localidad compuesta,-32.24168273,-63.64218687
14161130,14161,141484.0,Pampayasta Sud,no_tiene,Componente de localidad compuesta,-32.25075811,-63.65101403
14161160,14161,141498.0,Tancacha,no_tiene,Localidad simple,-32.24020703,-63.9799466
14161170,14161,141505.0,Villa Ascasubi,no_tiene,Localidad simple,-32.1643583,-63.89255887
14168010,14168,143169.0,Candelaria Sur,no_tiene,Localidad simple,-30.8392306,-63.80084659
14168020,14168,141512.0,Cañada de Luque,no_tiene,Localidad simple,-30.73708752,-63.72366188
14168030,14168,143176.0,Capilla de Sitón,no_tiene,Localidad simple,-30.57296408,-63.65174169
14168040,14168,143183.0,La Pampa,no_tiene,Localidad simple,-30.94322047,-64.27653492
14168080,14168,,Santa Catalina,no_tiene,Localidad simple,-30.87262365,-64.23135033
14168090,14168,141526.0,Sarmiento,no_tiene,Localidad simple,-30.7741941,-64.10898681
14168100,14168,143197.0,Simbolar,no_tiene,Localidad simple,-30.4752564,-63.98503952
14168120,14168,141540.0,Villa del Totoral,CABECERA_DEPARTAMENTO,Localidad simple,-30.70384374,-64.06829918
14175030,14175,143211.0,El Rodeo,no_tiene,Localidad simple,-30.17607935,-63.86796361
14175040,14175,,El Tuscal,no_tiene,Localidad simple,-29.75743688,-64.52989886
14175050,14175,141547.0,Las Arrias,no_tiene,Localidad simple,-30.38128268,-63.59666356
14175070,14175,,Rosario del Saladillo,no_tiene,Localidad simple,-30.42933691,-63.44786152
14175080,14175,141561.0,San José de la Dormida,no_tiene,Localidad simple,-30.35460184,-63.94665292
14175100,14175,141575.0,San Pedro Norte,no_tiene,Localidad simple,-30.088759,-64.15595367
14182010,14182,143225.0,Aldea Santa María,no_tiene,Localidad simple,-33.69488161,-62.91147588
14182020,14182,141589.0,Alto Alegre,no_tiene,Localidad simple,-32.3460952,-62.8853486
14182030,14182,143232.0,Ana Zumarán,no_tiene,Localidad simple,-32.3908244,-63.05748351
14182040,14182,141596.0,Ballesteros,no_tiene,Localidad simple,-32.54538159,-62.98330052
14182050,14182,141603.0,Ballesteros Sud,no_tiene,Localidad simple,-32.58859712,-63.02703878
14182070,14182,141617.0,Benjamín Gould,no_tiene,Localidad simple,-33.59011954,-62.73038907
14182080,14182,141624.0,Canals,no_tiene,Localidad simple,-33.56238272,-62.8855974
14182090,14182,141631.0,Chilibroste,no_tiene,Localidad simple,-32.33259693,-62.51359951
14182100,14182,141638.0,Cintra,no_tiene,Localidad simple,-32.30814763,-62.65311842
14182110,14182,141645.0,Colonia Bismarck,no_tiene,Localidad simple,-33.30030171,-62.71329864
14182130,14182,141652.0,Idiazabal,no_tiene,Localidad simple,-32.81314267,-63.03291012
14182140,14182,141659.0,Justiniano Posse,no_tiene,Localidad simple,-32.88358011,-62.6802767
14182150,14182,141666.0,Laborde,no_tiene,Localidad simple,-33.15298918,-62.85607378
14182160,14182,141673.0,Monte Leña,no_tiene,Localidad simple,-32.61128978,-62.59034104
14182200,14182,141701.0,Ordoñez,no_tiene,Localidad simple,-32.84127153,-62.86605492
14182250,14182,141729.0,San Marcos,no_tiene,Localidad simple,-32.63032755,-62.48197126
14182270,14182,141736.0,Viamonte,no_tiene,Localidad simple,-33.74706697,-63.09890623
14182280,14182,143246.0,Villa Los Patos,no_tiene,Localidad simple,-32.76374504,-62.72779549
14182290,14182,141743.0,Wenceslao Escalante,no_tiene,Localidad simple,-33.17202285,-62.77000033
18007010,18007,180007.0,Bella Vista,CABECERA_DEPARTAMENTO,Localidad simple,-28.50767725,-59.04433284
18014010,18014,180014.0,Berón de Astrada,CABECERA_DEPARTAMENTO,Localidad simple,-27.55062336,-57.53762455
18021020,18021,180021.0,Corrientes,CAPITAL_PROVINCIA,Componente de localidad compuesta,-27.46328216,-58.83923335
18021040,18021,180028.0,Riachuelo,no_tiene,Localidad simple,-27.58114529,-58.74198312
18021050,18021,180028.0,San Cayetano,no_tiene,Localidad simple,-27.57121037,-58.69587991
18028010,18028,180042.0,Concepción,CABECERA_DEPARTAMENTO,Localidad simple,-28.39249101,-57.88668077
18028020,18028,180035.0,Santa Rosa,no_tiene,Localidad simple,-28.2674257,-58.12206125
18028040,18028,180056.0,Tatacua,no_tiene,Localidad simple,-28.37207484,-58.32528966
18035010,18035,180063.0,Cazadores Correntinos,no_tiene,Localidad simple,-29.97878273,-58.30243567
18028030,18028,180049.0,Tabay,no_tiene,Localidad simple,-28.30626782,-58.2862967
18035020,18035,180063.0,Curuzú Cuatiá,CABECERA_DEPARTAMENTO,Localidad simple,-29.79152336,-58.04994534
18035030,18035,180070.0,Perugorría,no_tiene,Localidad simple,-29.34047962,-58.60808905
18042020,18042,180077.0,Empedrado,CABECERA_DEPARTAMENTO,Localidad simple,-27.95245569,-58.80747639
18049010,18049,180084.0,Esquina,CABECERA_DEPARTAMENTO,Localidad simple,-30.01592842,-59.53098121
18049020,18049,180091.0,Pueblo Libertador,no_tiene,Localidad simple,-30.21958132,-59.39060286
18056010,18056,180098.0,Alvear,CABECERA_DEPARTAMENTO,Localidad simple,-29.0985991,-56.55216313
18056020,18056,180105.0,Estación Torrent,no_tiene,Localidad simple,-28.82662392,-56.46952596
18063020,18063,180126.0,Lomas de Vallejos,no_tiene,Localidad simple,-27.73296563,-57.91938529
18063030,18063,180112.0,Nuestra Señora del Rosario de Caá Catí,CABECERA_DEPARTAMENTO,Localidad simple,-27.75199583,-57.62251362
18063040,18063,180133.0,Palmar Grande,no_tiene,Localidad simple,-27.94076941,-57.90091566
18070010,18070,180137.0,Carolina,no_tiene,Localidad simple,-29.14577068,-59.18208383
18070020,18070,180140.0,Goya,CABECERA_DEPARTAMENTO,Localidad simple,-29.14134393,-59.26053116
18077010,18077,180147.0,Itatí,CABECERA_DEPARTAMENTO,Localidad simple,-27.26930385,-58.24347827
18084010,18084,180161.0,Colonia Liebig's,no_tiene,Componente de localidad compuesta,-27.91565915,-55.8233286
18084020,18084,180168.0,Ituzaingó,CABECERA_DEPARTAMENTO,Localidad simple,-27.59104294,-56.70397394
18084030,18084,180175.0,San Antonio,no_tiene,Localidad simple,-27.50738546,-56.74116707
18084040,18084,180182.0,San Carlos,no_tiene,Localidad simple,-27.74578509,-55.90004794
18091020,18091,180196.0,Gobernador Juan E. Martínez,no_tiene,Localidad simple,-28.91086887,-58.93595775
18091030,18091,180203.0,Lavalle,no_tiene,Localidad simple,-29.02498125,-59.18185701
18091040,18091,180210.0,Santa Lucía,CABECERA_DEPARTAMENTO,Localidad simple,-28.9847967,-59.10175764
18091060,18091,180217.0,Yatayti Calle,no_tiene,Localidad simple,-29.02959022,-58.90973219
18098010,18098,180224.0,Mburucuyá,CABECERA_DEPARTAMENTO,Localidad simple,-28.04605729,-58.22498401
18105010,18105,180231.0,Felipe Yofré,no_tiene,Localidad simple,-29.10591976,-58.34247467
18105020,18105,180238.0,Mariano I. Loza,no_tiene,Localidad simple,-29.37636656,-58.1960231
18105030,18105,180245.0,Mercedes,CABECERA_DEPARTAMENTO,Localidad simple,-29.18338856,-58.07423644
18112030,18112,180259.0,Juan Pujol,no_tiene,Localidad simple,-30.41789645,-57.85606944
18112040,18112,180266.0,Mocoretá,no_tiene,Localidad simple,-30.6176804,-57.96282546
18112050,18112,180273.0,Monte Caseros,CABECERA_DEPARTAMENTO,Localidad simple,-30.25155272,-57.638814
18112060,18112,180252.0,Parada Acuña,no_tiene,Localidad simple,-29.90848171,-57.95817701
18112070,18112,180273.0,Parada Labougle,no_tiene,Localidad simple,-30.31904002,-57.72898682
18119040,18119,180301.0,Tapebicuá,no_tiene,Localidad simple,-29.50431144,-56.97603069
18126010,18126,180308.0,Saladas,CABECERA_DEPARTAMENTO,Localidad simple,-28.25533743,-58.623801
18126020,18126,180315.0,San Lorenzo,no_tiene,Localidad simple,-28.13146033,-58.7668321
18133010,18133,180336.0,Ingenio Primer Correntino,no_tiene,Localidad simple,-27.43367219,-58.62432789
18133020,18133,180322.0,Paso de la Patria,no_tiene,Localidad simple,-27.31500601,-58.5720143
18133030,18133,180329.0,San Cosme,CABECERA_DEPARTAMENTO,Localidad simple,-27.37118016,-58.51152911
18133040,18133,180336.0,Santa Ana,no_tiene,Localidad simple,-27.4550914,-58.65303885
18147010,18147,180357.0,Colonia Carlos Pellegrini,no_tiene,Localidad simple,-28.53734003,-57.17123104
18147020,18147,180364.0,Guaviraví,no_tiene,Localidad simple,-29.36698656,-56.82923895
18147030,18147,180371.0,La Cruz,CABECERA_DEPARTAMENTO,Localidad simple,-29.17365841,-56.64501617
18154010,18154,180385.0,Loreto,no_tiene,Localidad simple,-27.76845141,-57.27483908
18154020,18154,180392.0,San Miguel,CABECERA_DEPARTAMENTO,Localidad simple,-27.99477351,-57.59195398
18161010,18161,180413.0,Chavarría,no_tiene,Localidad simple,-28.95492182,-58.57164898
18112020,18112,180252.0,Estación Libertad,no_tiene,Localidad simple,-30.01252852,-57.85912952
18161040,18161,180406.0,Pedro R. Fernández,no_tiene,Localidad simple,-28.75054335,-58.65453687
18161050,18161,180420.0,San Roque,CABECERA_DEPARTAMENTO,Localidad simple,-28.57323088,-58.71005675
18168010,18168,180441.0,José Rafael Gómez,no_tiene,Localidad simple,-28.22601436,-55.7844092
18168030,18168,180434.0,Gobernador Igr. Valentín Virasoro,no_tiene,Localidad simple,-28.04555668,-56.01901972
18168040,18168,180448.0,Santo Tomé,CABECERA_DEPARTAMENTO,Localidad simple,-28.55115882,-56.04208628
22007010,22007,220007.0,Concepción del Bermejo,no_tiene,Localidad simple,-26.60227396,-60.9492637
22007020,22007,220014.0,Los Frentones,no_tiene,Localidad simple,-26.40829763,-61.41342714
22007040,22007,220014.0,Río Muerto,no_tiene,Localidad simple,-26.30788181,-61.65404406
22007050,22007,220028.0,Taco Pozo,no_tiene,Localidad simple,-25.61565989,-63.2692965
22014010,22014,220035.0,General Vedia,no_tiene,Localidad simple,-26.93493786,-58.66128483
22014040,22014,220056.0,Las Palmas,no_tiene,Componente de localidad compuesta,-27.04789752,-58.67957393
22014050,22014,220063.0,Puerto Bermejo Nuevo,no_tiene,Localidad simple,-26.90737537,-58.54283166
22014060,22014,220063.0,Puerto Bermejo Viejo,no_tiene,Localidad simple,-26.92854814,-58.50630366
22014070,22014,220070.0,Puerto Eva Perón,no_tiene,Localidad simple,-26.66148009,-58.63558182
22021010,22021,220077.0,Presidencia Roque Sáenz Peña,CABECERA_DEPARTAMENTO,Localidad simple,-26.79160589,-60.44214628
22036010,22036,220091.0,Gancedo,no_tiene,Localidad simple,-27.48964879,-61.67387717
22036020,22036,220098.0,General Capdevila,no_tiene,Localidad simple,-27.4231813,-61.47658456
22036030,22036,220105.0,General Pinedo,CABECERA_DEPARTAMENTO,Localidad simple,-27.32529794,-61.28221042
22036040,22036,220105.0,Mesón de Fierro,no_tiene,Localidad simple,-27.43122858,-61.01775842
22036050,22036,220105.0,Pampa Landriel,no_tiene,Localidad simple,-27.39574493,-61.10297874
22039020,22039,220112.0,Itín,no_tiene,Localidad simple,-27.48762162,-61.32388184
